license_nbr,license_type,lic_expir_dd,license_status,license_creation_date,industry,business_name,address_building,address_street_name,address_city,address_state,address_zip,contact_phone,address_borough,detail,community_board,council_district,bin,bbl,nta,census_tract,longitude,latitude,location
1312207-DCA,Business,2019-01-31,Inactive,2009-03-26,Debt Collection Agency,INFOSYS BPM LIMITED,NKA,ELECTRONIC CITY,BANGALORE,IA,56010,800-889-6541,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2106984-DCA,Individual,2023-04-30,Inactive,2022-06-24,Pedicab Driver,"MAKHMUDOV, BAKHODUR",No Building Info,,BROOKLYN,NY,11223,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1454468-DCA,Business,2020-08-18,Inactive,2013-01-30,Sidewalk Cafe,"TIN MARIN BAR & LOUNGE, INC.",3708,RIVERDALE AVE,BRONX,NY,10463,7188844800,Bronx,2.0,208.0,11.0,2083997.0,2057720001.0,BX29,295.0,-73.90707161321855,40.886943588358335,"
,  
(40.886943588358335, -73.90707161321855)"
2011244-DCA,Individual,2024-03-31,Active,2014-07-28,Sightseeing Guide,"PISKACEK, KAREN",No Building Info,,NEW YORK,NY,10128,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0742522-DCA,Individual,2024-05-31,Active,1996-04-09,Horse Drawn Driver,"SPINDLER, DAVID",No Building Info,,ASTORIA,NY,11103,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1375965-DCA,Business,2020-03-31,Inactive,2010-11-03,Stoop Line Stand,"HANNA & JINA NY, INC.",9,KNOLLS CRES,BRONX,NY,10463,718-549-6464,Bronx,2.0,208.0,11.0,2083248.0,2057230066.0,BX29,29302.0,-73.9172949144552,40.87887649083584,"
,  
(40.87887649083584, -73.9172949144552)"
1404232-DCA,Individual,,Inactive,2011-08-15,Home Improvement Salesperson,"DEVENNEY, BRIAN",No Building Info,,BRONX,NY,10474,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1022782-DCA,Individual,2025-05-31,Active,1999-10-29,Locksmith,"BLACK, ERIC",No Building Info,,OAKLAND GARDENS,NY,11364,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2034271-1-DCA,Business,2021-12-31,Inactive,2016-03-11,Tobacco Retail Dealer,J & E DYNAMIC STORE INC.,14714,JAMAICA AVE,JAMAICA,NY,11435,917-716-7601,Queens,4.0,412.0,27.0,4448832.0,4099940061.0,QN61,212.0,-73.80743186433725,40.70175935785462,"
,  
(40.70175935785462, -73.80743186433725)"
2073823-1-DCA,Business,2023-11-30,Active,2018-06-19,Electronic Cigarette Dealer,"SMOKE STAX III, INC",6607,18TH AVE,BROOKLYN,NY,11204,7182590736,Brooklyn,3.0,311.0,47.0,3134336.0,3055610008.0,BK28,260.0,-73.990897635426,40.61841017019711,"
,  
(40.61841017019711, -73.990897635426)"
2090098-DCA,Business,2022-03-31,Inactive,2019-08-30,Stoop Line Stand,"291 DICAYAGUA GROCERY, INC.",291,EVERGREEN AVE,BROOKLYN,NY,11221,718-758-5330,Brooklyn,3.0,304.0,34.0,3074370.0,3032650001.0,,,-73.92510328809595,40.69492711184422,"
,  
(40.69492711184422, -73.92510328809595)"
2105250-DCA,Business,2022-07-17,Inactive,2022-04-13,Garage,EVERYTHING PARKING INC,2201,NOSTRAND AVE,BROOKLYN,NY,11210,7043771755,Brooklyn,3.0,314.0,45.0,3396696.0,3075767501.0,,,-73.94748667237448,40.63103829853603,"
,  
(40.63103829853603, -73.94748667237448)"
2071141-1-DCA,Business,2023-11-30,Active,2018-05-15,Electronic Cigarette Dealer,"DIYA 142, INC.",14201,38TH AVE,FLUSHING,NY,11354,718-461-4110,Queens,4.0,407.0,20.0,4113345.0,4050110001.0,QN22,865.0,-73.82680916792219,40.76173021399862,"
,  
(40.76173021399862, -73.82680916792219)"
2084030-2-DCA,Business,2022-12-31,Inactive,2019-04-02,Tobacco Retail Dealer,PHIL UP PETROLEUM INC.,2955,CROPSEY AVE,BROOKLYN,NY,11214,917-660-2028,Brooklyn,3.0,313.0,47.0,3188542.0,3069970325.0,BK21,348.0,-73.98631589897815,40.58296066050316,"
,  
(40.58296066050316, -73.98631589897815)"
0979663-DCA,Business,2024-06-30,Active,1998-02-26,Electronic & Appliance Service,P & L ELECTRONICS INC.,7718,FLATLANDS AVE,BROOKLYN,NY,11236,718-763-7300,Brooklyn,3.0,318.0,46.0,3224714.0,3080140007.0,,,-73.91526706729744,40.63420851392077,"
,  
(40.63420851392077, -73.91526706729744)"
2073871-1-DCA,Business,2023-11-30,Active,2018-06-19,Electronic Cigarette Dealer,GOLDEN LION CHENG LE INC.,6831,FRESH MEADOW LN,FRESH MEADOWS,NY,11365,718-539-4961,Queens,4.0,408.0,24.0,4149754.0,4069300001.0,QN41,1341.0,-73.79453872427005,40.73325797548479,"
,  
(40.73325797548479, -73.79453872427005)"
2051987-2-DCA,Business,2022-12-31,Inactive,2017-04-26,Tobacco Retail Dealer,"DELICIOUS MARKET, INC.",20,E 16TH ST,NEW YORK,NY,10003,212-929-2281,Manhattan,1.0,105.0,2.0,1087303.0,1008430022.0,MN13,52.0,-73.99212273163589,40.73709975538334,"
,  
(40.73709975538334, -73.99212273163589)"
2083642-DCA,Business,2023-07-31,Active,2019-03-25,Garage,390 MADISON PARKING CORP.,390,MADISON AVE,NEW YORK,NY,10017,2127367171,Manhattan,1.0,105.0,4.0,1035403.0,1012820017.0,MN17,94.0,-73.97715205648149,40.7557373498855,"
,  
(40.7557373498855, -73.97715205648149)"
2071105-DCA,Business,2018-12-31,Inactive,2018-05-14,Electronics Store,"ISLAM, MD R",8951,165TH ST,JAMAICA,NY,11432,3478916499,Queens,4.0,412.0,27.0,4209609.0,4097950098.0,QN61,460.0,-73.7960685356748,40.70735009981751,"
,  
(40.70735009981751, -73.7960685356748)"
2082135-DCA,Individual,2023-07-31,Active,2019-02-11,Ticket Seller,"CARROLL, SAMANTHIA",No Building Info,,NEW YORK,NY,10019,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2114702-DCA,Individual,2024-04-30,Active,2023-06-28,Pedicab Driver,"CALIS, BEYZA",No Building Info,,EDGEWATER,NJ,07020,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2107522-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,729,4TH AVE,BROOKLYN,NY,11232,8587667242,Brooklyn,3.0,307.0,38.0,3009537.0,3006490001.0,,,-73.99733278124964,40.661113879687335,"
,  
(40.661113879687335, -73.99733278124964)"
0998978-DCA,Business,2024-04-30,Active,2006-02-07,Tow Truck Company,"ALL MAGIC AUTOMOTIVE, INC.",537,W 38TH ST,NEW YORK,NY,10018,2129041777,Manhattan,1.0,104.0,3.0,1012524.0,1007100011.0,,,-73.99889185856132,40.7577954244143,"
,  
(40.7577954244143, -73.99889185856132)"
1217500-DCA,Business,2019-12-22,Inactive,2009-03-25,Garage,220 RIVERSIDE PARKING LLC,220,RIVERSIDE BLVD,NEW YORK,NY,10069,2126869800,Manhattan,1.0,107.0,6.0,1086065.0,1011710502.0,MN14,159.0,-73.98788226229857,40.77968958467983,"
,  
(40.77968958467983, -73.98788226229857)"
2075565-1-DCA,Business,2023-11-30,Active,2018-07-13,Electronic Cigarette Dealer,2918 GAS CORP.,2918,BOSTON RD,BRONX,NY,10469,No Contact Available,Bronx,2.0,211.0,12.0,2054971.0,2045540001.0,BX31,342.0,-73.85895634641446,40.868222667406,"
,  
(40.868222667406, -73.85895634641446)"
2072528-DCA,Business,2024-06-30,Active,2018-06-04,Electronic & Appliance Service,A TELEPHONE INC,6350,108TH ST,FOREST HILLS,NY,11375,7184594333,Queens,4.0,406.0,29.0,4051424.0,4021470032.0,,,-73.85003265487107,40.733747096453136,"
,  
(40.733747096453136, -73.85003265487107)"
2078317-DCA,Business,2023-10-31,Active,2018-09-19,Car Wash,F & G CAR WASH CORP.,1517,GATES AVE,BROOKLYN,NY,11237,718-381-2828,Brooklyn,3.0,304.0,37.0,3076353.0,3033360010.0,BK77,439.0,-73.91290569469999,40.69883256785473,"
,  
(40.69883256785473, -73.91290569469999)"
2072256-1-DCA,Business,2023-11-30,Active,2018-05-31,Electronic Cigarette Dealer,ADIL ENTERPRISES INC.,3189,BROADWAY,NEW YORK,NY,10027,212-662-6603,Manhattan,1.0,109.0,7.0,1075481.0,1019957501.0,MN09,211.0,-73.95849722167218,40.81542459968003,"
,  
(40.81542459968003, -73.95849722167218)"
2079889-DCA,Individual,2023-07-31,Active,2018-11-14,Ticket Seller,"EJIOGU, COMFORT",No Building Info,,NEW YORK,NY,10017,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2065289-DCA,Business,2018-06-17,Inactive,2018-01-24,Amusement Device Temporary,ACE TENTS AMUSEMENTS CORP.,3573,BRUCKNER BLVD,BRONX,NY,10461,9144905573,Bronx,2.0,210.0,13.0,2095007.0,2041990001.0,BX10,300.0,-73.82800254162458,40.848967743683446,"
,  
(40.848967743683446, -73.82800254162458)"
2076313-1-DCA,Business,2023-11-30,Active,2018-07-27,Electronic Cigarette Dealer,"SMZ IMPEX, INC",146,2ND AVE,NEW YORK,NY,10003,212-475-7521,Manhattan,1.0,103.0,2.0,1077563.0,1004510001.0,MN22,40.0,-73.98717343138196,40.72927127148002,"
,  
(40.72927127148002, -73.98717343138196)"
2088675-DCA,Individual,2024-03-31,Active,2019-07-24,Sightseeing Guide,"DAS, ARUN",No Building Info,,JERSEY CITY,NJ,07305,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2081744-DCA,Business,2021-07-31,Inactive,2019-01-29,Secondhand Dealer - General,BRONX PARK EAST APPLIANCES LLC,669,SAGAMORE ST,BRONX,NY,10462,3478664080,Bronx,2.0,211.0,15.0,2095018.0,2042560051.0,BX37,230.0,-73.86793607219442,40.84888862643277,"
,  
(40.84888862643277, -73.86793607219442)"
2052991-DCA,Business,2025-02-28,Active,2017-05-15,Home Improvement Contractor,"AJ GREENWICH MANAGEMENT, CORP",16118,97TH ST,HOWARD BEACH,NY,11414,9175531151,Queens,4.0,410.0,32.0,4295683.0,4141920014.0,,,-73.83519308589369,40.65589878226947,"
,  
(40.65589878226947, -73.83519308589369)"
1451067-DCA,Business,2025-02-28,Active,2012-11-28,Home Improvement Contractor,G-NET CONSTRUCTION CORP.,360,TARGEE ST,STATEN ISLAND,NY,10304,7184477878,Staten Island,5.0,501.0,49.0,5016274.0,5006360025.0,,,-74.08490026028215,40.61846975725357,"
,  
(40.61846975725357, -74.08490026028215)"
2031830-DCA,Business,2016-03-01,Inactive,2015-12-29,Special Sale,"DR. JAY'S, INC.",368,E FORDHAM RD,BRONX,NY,10458,718-292-8433,Bronx,2.0,205.0,15.0,2011070.0,2030260020.0,BX05,39902.0,-73.89253370700882,40.86183348378982,"
,  
(40.86183348378982, -73.89253370700882)"
0842866-DCA,Individual,2005-10-31,Inactive,1994-12-20,Home Improvement Salesperson,"PELLER, HAL",No Building Info,,BROOKLYN,NY,11209,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2026528-DCA,Business,2024-03-31,Active,2015-08-03,Stoop Line Stand,1 GUADALUPE VICTORIA INC.,1484,SAINT NICHOLAS AVE,NEW YORK,NY,10033,212-923-1034,Manhattan,1.0,112.0,10.0,1063762.0,1021570003.0,,,-73.93225771416616,40.85132124535383,"
,  
(40.85132124535383, -73.93225771416616)"
2110216-DCA,Business,2024-12-31,Active,2022-12-12,Electronics Store,BEST WIRELESS LONG ISLAND CITY NY LLC.,4734,VERNON BLVD,LONG ISLAND CITY,NY,11101,2122222292,Queens,4.0,402.0,26.0,4000106.0,4000300048.0,,,-73.95347808474706,40.7446249713006,"
,  
(40.7446249713006, -73.95347808474706)"
2084007-DCA,Business,2019-07-31,Inactive,2019-04-02,Secondhand Dealer - General,"CARPIO, INGRID M",8106,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,929-605-8820,Queens,4.0,404.0,25.0,4036862.0,4014920003.0,QN29,26901.0,-73.88467354326677,40.74754644913634,"
,  
(40.747546449136344, -73.88467354326677)"
0624499-DCA,Business,2024-05-01,Active,2000-03-28,Employment Agency,"PAVILLION AGENCY, INC.",15,E 40TH ST,NEW YORK,NY,10016,2128896609,Manhattan,1.0,105.0,4.0,1035315.0,1012750012.0,,,-73.9807951548198,40.75177185651194,"
,  
(40.751771856511944, -73.9807951548198)"
2107605-DCA,Individual,2024-03-31,Active,2022-07-20,Sightseeing Guide,"NG, RONALD",No Building Info,,NEW YORK,NY,10036,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1042154-DCA,Business,2020-12-31,Inactive,2009-04-14,Tobacco Retail Dealer,"GONZALEZ, CANDIDO",4824,6TH AVE,BROOKLYN,NY,11220,718-438-4823,Brooklyn,3.0,307.0,38.0,3012672.0,3007750054.0,BK34,98.0,-74.00714566946947,40.64472185065769,"
,  
(40.64472185065769, -74.00714566946947)"
2068706-1-DCA,Business,2023-11-30,Active,2018-04-02,Electronic Cigarette Dealer,2ND AVE SMOKE SHOP INC,68,2ND AVE,NEW YORK,NY,10003,646-662-8730,Manhattan,1.0,103.0,2.0,1006168.0,1004450009.0,MN22,38.0,-73.98952277083936,40.7260409310568,"
,  
(40.726040931056794, -73.98952277083936)"
2105564-DCA,Individual,2023-09-30,Active,2022-04-26,General Vendor,"THOMAS, PETER",No Building Info,,ASTORIA,NY,11105,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2076278-1-DCA,Business,2023-11-30,Active,2018-07-27,Electronic Cigarette Dealer,STAYFRESHDELI&GRILL CORP,1695A,BROADWAY,BROOKLYN,NY,11207,No Contact Available,Brooklyn,3.0,304.0,37.0,3397960.0,3034320008.0,BK78,403.0,-73.91210318943877,40.68385099919841,"
,  
(40.68385099919841, -73.91210318943877)"
1340956-DCA,Business,2024-05-01,Active,2010-01-19,Employment Agency,"HEADLINE TALENT AGENCY, LLC",2701,QUEENS PLZ N,LONG ISLAND CITY,NY,11101,2122576110,Queens,4.0,401.0,26.0,4005016.0,4004160010.0,,,-73.93931508746887,40.75056076192673,"
,  
(40.75056076192673, -73.93931508746887)"
2074182-1-DCA,Business,2023-11-30,Active,2018-06-22,Electronic Cigarette Dealer,525 DELI AND GROCERY CORP,525,METROPOLITAN AVE,BROOKLYN,NY,11211,718-387-1045,Brooklyn,3.0,301.0,34.0,3068666.0,3027560048.0,BK90,501.0,-73.9510320733252,40.714074822700255,"
,  
(40.714074822700255, -73.9510320733252)"
2074471-1-DCA,Business,2023-11-30,Active,2018-06-26,Electronic Cigarette Dealer,NYC GREEN VALLEY GROCERY INC,74,E 116TH ST,NEW YORK,NY,10029,646-249-2959,Manhattan,1.0,111.0,8.0,1081339.0,1016210041.0,MN34,184.0,-73.94402354896373,40.79963082772893,"
,  
(40.79963082772893, -73.94402354896373)"
2066545-1-DCA,Business,2019-12-31,Inactive,2018-02-22,Tobacco Retail Dealer,AMIR FOOD MARKET 1 CORP,9527,CHURCH AVE,BROOKLYN,NY,11212,718-552-2865,Brooklyn,3.0,317.0,42.0,3102640.0,3046920044.0,BK96,890.0,-73.91604394098071,40.65533021014253,"
,  
(40.65533021014253, -73.91604394098071)"
2114743-DCA,Business,2024-12-31,Active,2023-06-29,Electronics Store,"GAMESTOP, INC.",2626,HYLAN BLVD,STATEN ISLAND,NY,10306,8174242000,Staten Island,5.0,502.0,50.0,5055377.0,5039690001.0,,,-74.11220185503339,40.56802984069781,"
,  
(40.568029840697804, -74.11220185503339)"
1356059-DCA,Business,2024-06-30,Active,2010-05-26,Electronic & Appliance Service,"HUA, LIN",9,E BROADWAY,NEW YORK,NY,10038,9178553451,Manhattan,1.0,103.0,1.0,1003380.0,1002790061.0,,,-73.99761926230379,40.71342372502058,"
,  
(40.71342372502058, -73.99761926230379)"
1438147-DCA,Individual,2024-03-31,Active,2012-07-19,Sightseeing Guide,"BUCHBAUM, WILLIAM J",No Building Info,,BROOKLYN,NY,11230,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2057244-2-DCA,Business,2020-12-31,Inactive,2017-08-21,Tobacco Retail Dealer,THE CORNER GROCERY INC.,1151,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,718-508-2930,Brooklyn,3.0,313.0,48.0,3245670.0,3087177501.0,BK19,61004.0,-73.95530080237096,40.57752081545611,"
,  
(40.57752081545611, -73.95530080237096)"
2080168-DCA,Individual,2024-03-31,Active,2018-11-26,Sightseeing Guide,"CORRIGAN, MELISSA",No Building Info,,BROOKLYN,NY,11222,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2047570-DCA,Business,2025-02-28,Active,2017-01-23,Home Improvement Contractor,MASON CONSTRUCTION SERVICES INC,724,E 9TH ST,BROOKLYN,NY,11230,3479330867,Brooklyn,3.0,314.0,45.0,3170136.0,3064960011.0,,,-73.96828891945327,40.6308098658295,"
,  
(40.6308098658295, -73.96828891945327)"
2059938-DCA,Business,2024-05-01,Active,2017-10-26,Employment Agency,CMP EMPLOYMENT AGENCY CORP,3119,35TH AVE,ASTORIA,NY,11106,6468127788,Queens,4.0,401.0,26.0,4008149.0,4006080001.0,,,-73.92827374950976,40.75803110620819,"
,  
(40.75803110620819, -73.92827374950976)"
2095045-DCA,Business,2025-02-28,Active,2020-03-04,Home Improvement Contractor,"AMERICAN ALUMINUM WINDOWS, INC.",43,INDIAN WELLS ROAD,BREWSTER,NY,10509,8453022994,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1271782-DCA,Individual,2025-05-31,Active,2007-11-01,Locksmith,"LAZZARA, GAETANO",No Building Info,,STATEN ISLAND,NY,10308,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2054710-2-DCA,Business,2022-12-31,Inactive,2017-06-20,Tobacco Retail Dealer,TRAVIS WOOD GROCERY GRILL & DELI INC,9503,101ST AVE,OZONE PARK,NY,11416,917-627-4945,Queens,4.0,409.0,32.0,4188607.0,4090690044.0,QN53,38.0,-73.84577737838707,40.684338409918055,"
,  
(40.684338409918055, -73.84577737838707)"
2076404-1-DCA,Business,2023-11-30,Active,2018-07-31,Electronic Cigarette Dealer,WILLY DELI GROCERY CORP,506,COURT ST,BROOKLYN,NY,11231,718-237-0968,Brooklyn,3.0,306.0,39.0,3005592.0,3003770037.0,BK33,65.0,-73.9986913175301,40.67658621046648,"
,  
(40.676586210466475, -73.9986913175301)"
2063952-DCA,Individual,2024-03-31,Active,2017-12-26,Sightseeing Guide,"ERCANLI, PINAR",No Building Info,,BASKING RIDGE,NJ,07920,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2063853-DCA,Business,2021-12-31,Inactive,2017-12-23,Laundries,"DOKKO, HWEE",619,W 175TH ST,NEW YORK,NY,10033,2127959794,Manhattan,1.0,112.0,10.0,1063537.0,1021440001.0,MN36,263.0,-73.937186188734,40.84569738780012,"
,  
(40.845697387800115, -73.937186188734)"
2055650-DCA,Business,2024-05-01,Active,2017-07-12,Employment Agency,LULLABY SERVICES LLC,4460,BAYCHESTER AVE,BRONX,NY,10466,9148826641,Bronx,2.0,212.0,11.0,2071363.0,2050950079.0,,,-73.84682962901645,40.90121211946253,"
,  
(40.90121211946253, -73.84682962901645)"
2017062-1-DCA,Business,2023-12-31,Active,2015-01-06,Tobacco Retail Dealer,AVENUE A DELI & FOOD INC.,24,AVENUE A,NEW YORK,NY,10009,212-539-0151,Manhattan,1.0,103.0,2.0,1004986.0,1003980066.0,MN22,3002.0,-73.98571351193591,40.72304324626938,"
,  
(40.72304324626938, -73.98571351193591)"
2091066-DCA,Business,2024-03-31,Active,2019-10-02,Stoop Line Stand,GLAT KOSHER MARKET INC,6549,99TH ST,REGO PARK,NY,11374,718-255-6267,Queens,4.0,406.0,29.0,4050929.0,4021160001.0,,,-73.85500894511688,40.72855764129848,"
,  
(40.72855764129848, -73.85500894511688)"
2105645-DCA,Business,2023-07-31,Active,2022-04-28,Secondhand Dealer - Auto,CERTIFIED CARS OF HUNTINGTON LLC,21602,HEMPSTEAD AVE,QUEENS VILLAGE,NY,11429,7183757611,Queens,4.0,413.0,27.0,4238782.0,4110830092.0,,,-73.74281129424143,40.7153267875634,"
,  
(40.7153267875634, -73.74281129424143)"
2107551-DCA,Business,2024-03-31,Active,2022-07-18,Stoop Line Stand,MATECANA BAKERY INC,4804,108TH ST,CORONA,NY,11368,No Contact Available,Queens,4.0,404.0,21.0,4049110.0,4019920042.0,,,-73.8562417439037,40.74580998064114,"
,  
(40.74580998064114, -73.8562417439037)"
2033414-DCA,Individual,2024-03-31,Active,2016-02-18,Sightseeing Guide,"JAMESON, LEIGH",No Building Info,,ALEXANDRIA,VA,22307,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2074359-DCA,Business,2024-06-30,Active,2018-06-25,Electronic & Appliance Service,MAGIC AUTO CUSTOMS GLASS AND SERCURITY INC,21025,JAMAICA AVE,QUEENS VILLAGE,NY,11428,3474556009,Queens,4.0,413.0,23.0,4224548.0,4105430001.0,,,-73.75009213735873,40.71497502342668,"
,  
(40.714975023426675, -73.75009213735873)"
2075198-1-DCA,Business,2023-11-30,Active,2018-07-06,Electronic Cigarette Dealer,JALPA 117 INC,11701,HILLSIDE AVE,RICHMOND HILL,NY,11418,646-331-8591,Queens,4.0,409.0,29.0,4193412.0,4092570054.0,QN54,132.0,-73.83264563501751,40.70018485468776,"
,  
(40.700184854687755, -73.83264563501751)"
2107527-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,241,ROCKAWAY PKWY,BROOKLYN,NY,11212,8587667242,Brooklyn,3.0,317.0,41.0,3394557.0,3046330045.0,,,-73.9206532478782,40.66160805243453,"
,  
(40.66160805243453, -73.9206532478782)"
2114607-DCA,Individual,2024-10-31,Active,2023-06-23,Tow Truck Driver,"ESTRADA, MAURICIO",No Building Info,,BROOKLYN,NY,11234,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1255113-DCA,Business,2024-05-01,Active,2007-05-17,Employment Agency,HOUSEHOLD STAFFING INTERNATIONAL LLC,15,E 40TH ST,NEW YORK,NY,10016,212683772,Manhattan,1.0,105.0,4.0,1035315.0,1012750012.0,,,-73.9807951548198,40.75177185651194,"
,  
(40.751771856511944, -73.9807951548198)"
2075265-DCA,Business,2018-07-15,Inactive,2018-07-09,Amusement Device Temporary,"DREAMLAND AMUSEMENTS, INC.",1108,OAKPOINT AVENUE,BRONX,NY,10474,9542142457,Bronx,2.0,,,,,BX27,93.0,-73.94591110800667,40.72091406112227,
2079588-DCA,Business,2025-01-31,Active,2018-10-30,Debt Collection Agency,MANDARICH LAW GROUP,No Building Info,600 Essjay Rd Suite 200,Williamsville,NY,14221,8774140130,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2073611-1-DCA,Business,2023-11-30,Active,2018-06-18,Electronic Cigarette Dealer,"KHURANA, RAJIVE",8164,LEFFERTS BLVD,KEW GARDENS,NY,11415,7188054588,Queens,4.0,409.0,29.0,4079569.0,4033320024.0,QN60,775.0,-73.8309234168928,40.70805708273513,"
,  
(40.70805708273513, -73.8309234168928)"
2046823-DCA,Business,2020-03-31,Inactive,2016-12-27,Stoop Line Stand,NYC FOOD MART INC,8106,37TH AVE,JACKSON HEIGHTS,NY,11372,347-440-8426,Queens,4.0,403.0,21.0,4030011.0,4012920004.0,QN28,283.0,-73.88505966660917,40.74966303780877,"
,  
(40.74966303780877, -73.88505966660917)"
2062247-DCA,Business,2021-12-31,Inactive,2017-12-02,Laundries,BRIGHTPLUS INC,1607,AVENUE U,BROOKLYN,NY,11229,9176081889,Brooklyn,3.0,315.0,48.0,3198179.0,3073210047.0,BK44,580.0,-73.95529364782402,40.59896594148333,"
,  
(40.59896594148333, -73.95529364782402)"
2102037-DCA,Business,2024-06-30,Active,2021-10-08,Electronic & Appliance Service,MR. FIXSMITH INC.,10731,71ST AVE,FOREST HILLS,NY,11375,7184874538,Queens,4.0,406.0,29.0,4077487.0,4032390013.0,,,-73.84454270883228,40.72057594337386,"
,  
(40.72057594337386, -73.84454270883228)"
2075113-1-DCA,Business,2023-11-30,Active,2018-07-05,Electronic Cigarette Dealer,REX PIPE SHOP INC.,126,PEARL ST,NEW YORK,NY,10005,212-962-3355,Manhattan,1.0,101.0,1.0,1000860.0,1000310010.0,MN25,7.0,-74.00874989906589,40.70492563063708,"
,  
(40.70492563063708, -74.00874989906589)"
